Timestamp,Power_Consumption_kWh,Voltage_V,Current_A,Power_Factor,Grid_Frequency_Hz,Reactive_Power_kVAR,Active_Power_kW,Demand_Response_Event,Temperature_C,Humidity_%,Weather_Condition,Solar_Power_Generation_kW,Wind_Power_Generation_kW,Previous_Day_Consumption_kWh,Peak_Load_Hour,Energy_Source_Type,User_Type,Normalized_Consumption,Energy_Efficiency_Score
2023-01-01 00:00:00,2.1854305348131313,213.1992993118702,7.508245360682546,0.8894222814963565,50.23366109657902,4.116021119166238,1.6566071439852021,0,21.45054744645082,36.1318421132447,Sunny,1.6865315233203508,1.8011237544968894,4.136763369887099,1,3,1,0.3746386134092265,56.494791348552
2023-01-01 01:00:00,4.7782143788446225,213.59303010288335,1.4151761669477962,0.8646467154135709,50.11839454525755,3.0282586647401986,3.462097016247625,0,7.2757573029497,71.15901221605041,Rainy,2.9574085251697326,0.30145349099580054,2.0257216149546036,0,1,2,0.950982223786271,36.038133199785534
2023-01-01 02:00:00,3.793972738151323,233.63014885412258,7.840397819235567,0.8027088647848805,49.58586059062627,0.9279310708914873,1.0431995030386134,0,26.114876127349273,56.737633664477634,Sunny,1.7704254446278678,0.6039407195847892,0.950255539281561,1,3,1,0.7321975449221149,31.31613087065515
2023-01-01 03:00:00,3.1939631788866647,233.97454206953063,17.900309817591072,0.9594210044668188,49.80769795188724,0.9571973989238974,3.113749808675083,0,7.26969159758832,50.61141725371772,Rainy,1.2672007086543116,0.5761042958143758,0.8836033773788712,0,3,1,0.5988228802953739,48.46380109691111
2023-01-01 04:00:00,1.2020838819909643,226.7503596193062,14.11747343327999,0.8655877318071976,49.97304750446155,2.5128731192850786,0.7385474588159373,1,24.38471558961946,65.35267955179881,Rainy,1.4015281418507706,0.531903031185408,2.526818391553369,0,0,1,0.1560528792207245,64.17626654028862
2023-01-01 05:00:00,1.201975341512912,227.27374769248118,3.7630343228133567,0.8714618938816101,50.23673294585699,4.764528029783791,1.8335498390678047,0,8.497000889335672,55.088248293518,Windy,2.2162089526439797,1.7617830699772041,2.8302807590999155,0,2,0,0.15602875202202388,79.51776038963693
2023-01-01 06:00:00,0.7613762547568976,212.15730331363486,12.231945087832045,0.8672012326197625,50.24356913007968,4.532019109178208,4.413850181287546,0,-1.2909765314238046,56.79676212244798,Sunny,1.0954876279644046,0.4826816526393743,2.188143492069525,0,0,0,0.05808905335630444,72.33041838759893
2023-01-01 07:00:00,4.3977926559872085,230.6618604155705,17.95238633902856,0.8997478661624676,49.99054330857164,0.9143410717266437,0.9836814968324905,1,0.725048732222878,21.627346540996555,Windy,0.14432843044944843,2.149867686112773,4.043819707090262,0,0,1,0.8664192048820101,31.144977661959956
2023-01-01 08:00:00,3.20501755284444,230.18957901521406,14.300646778332254,0.9404999146438154,49.61693238226068,1.5098267493967203,2.8896961297639536,1,32.53433113469899,76.14257819626656,Rainy,2.7438606407871635,1.4046650561261733,3.4937804125663816,0,2,0,0.601280130178332,54.4886202685264
2023-01-01 09:00:00,3.6863266000822046,215.98197274227778,3.825003454777238,0.9543726262001022,49.79290340337284,2.9851754462242788,0.782421543863709,0,0.4609867503468399,49.692310472746584,Windy,1.445702333714646,1.2968302471605488,3.044399790018238,0,3,0,0.7082691468797102,47.38665808439251
